corrected_grade,COURSE_NAME,COURSE_NUMBER,grade_type,inc_ovrdue?,inc_pfa?,inc_project?,LETTER_GRADE,stu_crs_lookup,STUDENT_ID,Max. ADDL_EXPECTED_PCNT,Max. COG_SKILL_PCNT,Max. CONCEPT_PCNT,Max. NUM_PROJECTS_OVERDUE,Max. OVERALL_SCORE,Max. POWER_EXPECTED_PCNT
I,RA-AP English Literature,B400,project,FALSE,TRUE,FALSE,I,30585 B400,30585,40,94,,0,87,85
B+,RA-AP Calculus AB,C400,project,FALSE,FALSE,FALSE,B+,30585 C400,30585,80,78,90,0,88,100
A-,RA-AP Statistics,C420,project,FALSE,FALSE,FALSE,A-,30585 C420,30585,60,93,88,0,90,100
I,RA-AP Environmental Science,D430,project,TRUE,FALSE,FALSE,I,30585 D430,30585,45,82,,1,82,100
P,Independent Study,I106,pnp_elec,FALSE,FALSE,FALSE,A-,30585 I106,30585,100,89,,0,92,100
C+,RA-AP US History,A300,project,FALSE,FALSE,FALSE,C+,30586 A300,30586,15,80,,0,78,100
C-,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,C-,30586 B300,30586,0,72,,0,71,100
I,RA-Math II,C220,project,FALSE,TRUE,FALSE,I,30586 C220,30586,0,73,86,0,72,75
I,RA-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,30586 E200,30586,0,,,1,67,80
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,B+,30586 I136,30586,100,82,,0,87,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30586 I136,30586,,,,0,,
P,Modern Acting & Theater (E),I267,pnp_elec,FALSE,FALSE,FALSE,B,30586 I267,30586,100,,,0,85,100
B-,RA-AP US History,A300,project,FALSE,FALSE,FALSE,B-,30587 A300,30587,0,87,,0,82,100
C,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,C,30587 B300,30587,0,76,,0,74,100
I,RA-Math III,C320,project,FALSE,TRUE,FALSE,I,30587 C320,30587,0,91,91,0,82,87
C,RA-Chemistry 11th,D200,project,FALSE,FALSE,FALSE,C,30587 D200,30587,0,78,,0,76,100
A,RA-Spanish 3,E300,project,FALSE,FALSE,FALSE,A,30587 E300,30587,16,,,0,93,100
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A+,30587 I136,30587,100,97,,0,98,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30587 I136,30587,,,,0,,
NP,Psychology Exploration - RA,I1103,pnp_elec,TRUE,FALSE,FALSE,I,30587 I1103,30587,0,100,,1,91,100
B,RA-AP US History,A300,project,FALSE,FALSE,FALSE,B,30588 A300,30588,7,89,,0,84,100
C+,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,C+,30588 B300,30588,33,78,,0,79,100
B+,RA-Math III,C320,project,FALSE,FALSE,FALSE,B+,30588 C320,30588,14,93,95,0,88,100
I,RA-Chemistry 11th,D200,project,FALSE,TRUE,FALSE,I,30588 D200,30588,0,92,,0,84,91
I,RA-Spanish 3,E300,project,FALSE,TRUE,FALSE,I,30588 E300,30588,0,,,0,83,83
A+,Intermediate Visual Art (E),F503,a_f_elec,FALSE,FALSE,FALSE,A+,30588 F503,30588,,,,0,97,
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A,30588 I136,30588,100,94,,0,96,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30588 I136,30588,,,,0,,
B,RA-AP US History,A300,project,FALSE,FALSE,FALSE,B,30593 A300,30593,38,84,,0,83,100
B-,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B-,30593 B300,30593,100,71,,0,80,100
B-,RA-Math III,C320,project,FALSE,FALSE,FALSE,B-,30593 C320,30593,0,85,87,0,81,100
C,RA-Chemistry 11th,D200,project,FALSE,FALSE,FALSE,C,30593 D200,30593,0,78,,0,76,100
B-,RA-AP Spanish Language,E400,project,FALSE,FALSE,FALSE,B-,30593 E400,30593,20,,,0,82,100
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,B-,30593 I136,30593,100,74,,0,82,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30593 I136,30593,,,,0,,
P,Psychology Exploration - RA,I1103,pnp_elec,FALSE,FALSE,FALSE,A-,30593 I1103,30593,0,100,,0,91,100
A,RA-AP US History,A300,project,FALSE,FALSE,FALSE,A,30596 A300,30596,100,91,,0,94,100
A-,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,A-,30596 B300,30596,100,86,,0,90,100
A,RA-Math III,C320,project,FALSE,FALSE,FALSE,A,30596 C320,30596,71,96,94,0,94,100
A+,RA-Chemistry 11th,D200,project,FALSE,FALSE,FALSE,A+,30596 D200,30596,66,100,,0,97,100
I,RA-Spanish 3,E300,project,FALSE,TRUE,FALSE,I,30596 E300,30596,100,,,0,98,91
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A,30596 I136,30596,100,91,,0,94,100
P,Psychology Exploration - RA,I1103,pnp_elec,FALSE,FALSE,FALSE,A-,30596 I1103,30596,0,100,,0,91,100
A-,RA-AP US History,A300,project,FALSE,FALSE,FALSE,A-,30597 A300,30597,100,89,,0,92,100
B,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B,30597 B300,30597,100,80,,0,86,100
B+,RA-Math III,C320,project,FALSE,FALSE,FALSE,B+,30597 C320,30597,100,83,80,0,87,100
B+,RA-Chemistry 11th,D200,project,FALSE,FALSE,FALSE,B+,30597 D200,30597,66,88,,0,89,100
B,RA-Spanish 3,E300,project,FALSE,FALSE,FALSE,B,30597 E300,30597,50,,,0,83,100
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A,30597 I136,30597,100,94,,0,96,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30597 I136,30597,,,,0,,
P,Modern Acting & Theater (E),I267,pnp_elec,FALSE,FALSE,FALSE,A+,30597 I267,30597,100,,,0,100,100
I,RA-AP US History,A300,project,TRUE,TRUE,FALSE,I,30599 A300,30599,0,83,,1,74,75
I,RA-AP English Language,B300,project,FALSE,TRUE,FALSE,I,30599 B300,30599,33,75,,0,70,69
I,RA-Math III,C320,project,FALSE,TRUE,FALSE,I,30599 C320,30599,14,78,70,0,68,75
I,RA-Chemistry 11th,D200,project,TRUE,TRUE,TRUE,I,30599 D200,30599,0,58,,1,46,25
I,RA-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,30599 E200,30599,0,,,4,74,60
NP,College Readiness- CA,I136,pnp_elec,TRUE,TRUE,FALSE,I,30599 I136,30599,100,80,,1,71,50
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30599 I136,30599,,,,0,,
P,Modern Acting & Theater (E),I267,pnp_elec,FALSE,FALSE,FALSE,A+,30599 I267,30599,100,,,0,100,100
I,RA-AP US History,A300,project,FALSE,TRUE,FALSE,I,30601 A300,30601,23,83,,0,80,93
C+,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,C+,30601 B300,30601,66,73,,0,78,100
B,RA-Math III,C320,project,FALSE,FALSE,FALSE,B,30601 C320,30601,42,87,81,0,83,100
I,RA-Chemistry 11th,D200,project,TRUE,TRUE,FALSE,I,30601 D200,30601,0,81,,1,71,66
I,RA-AP Spanish Language,E400,project,FALSE,TRUE,FALSE,I,30601 E400,30601,20,,,0,74,90
I,Exploring Music,F512,a_f_elec,FALSE,TRUE,FALSE,I,30601 F512,30601,0,73,,0,68,80
NP,College Readiness- CA,I136,pnp_elec,TRUE,FALSE,FALSE,I,30601 I136,30601,100,70,,2,79,100
A-,RA-AP US History,A300,project,FALSE,FALSE,FALSE,A-,30602 A300,30602,15,98,,0,91,100
B+,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B+,30602 B300,30602,100,81,,0,87,100
B,RA-Math III,C320,project,FALSE,FALSE,FALSE,B,30602 C320,30602,14,93,90,0,86,100
I,RA-Chemistry 11th,D200,project,FALSE,TRUE,FALSE,I,30602 D200,30602,0,93,,0,84,91
I,RA-Spanish 3,E300,project,TRUE,FALSE,FALSE,I,30602 E300,30602,0,,,1,88,100
P,Independent Study,I106,pnp_elec,FALSE,FALSE,FALSE,A-,30602 I106,30602,100,89,,0,92,100
C+,RA-AP US History,A300,project,FALSE,FALSE,FALSE,C+,30603 A300,30603,23,80,,0,79,100
B-,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B-,30603 B300,30603,66,75,,0,80,100
C,RA-Math III,C320,project,FALSE,FALSE,FALSE,C,30603 C320,30603,14,79,72,0,75,100
I,RA-Chemistry 11th,D200,project,TRUE,TRUE,TRUE,I,30603 D200,30603,16,67,,1,68,91
I,RA-Spanish 3,E300,project,TRUE,TRUE,FALSE,I,30603 E300,30603,16,,,1,78,83
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,B,30603 I136,30603,100,80,,0,86,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30603 I136,30603,,,,0,,
P,Modern Acting & Theater (E),I267,pnp_elec,FALSE,FALSE,FALSE,A+,30603 I267,30603,100,,,0,100,100
B,RA-AP Government,A400,project,FALSE,FALSE,FALSE,B,30604 A400,30604,100,75,,0,83,100
A+,RA-AP English Literature,B400,project,FALSE,FALSE,FALSE,A+,30604 B400,30604,100,96,,0,97,100
B-,RA-AP Statistics,C420,project,FALSE,FALSE,FALSE,B-,30604 C420,30604,60,85,76,0,82,100
A-,RA-AP Environmental Science,D430,project,FALSE,FALSE,FALSE,A-,30604 D430,30604,100,85,,0,90,100
P,Internship,I139,pnp_elec,FALSE,FALSE,FALSE,A-,30604 I139,30604,100,87,,0,91,100
A,RA-AP US History,A300,project,FALSE,FALSE,FALSE,A,30605 A300,30605,76,97,,0,96,100
A-,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,A-,30605 B300,30605,100,88,,0,92,100
A-,RA-Math III,C320,project,FALSE,FALSE,FALSE,A-,30605 C320,30605,42,96,97,0,92,100
A,RA-Chemistry 11th,D200,project,FALSE,FALSE,FALSE,A,30605 D200,30605,16,100,,0,93,100
B,RA-AP Spanish Language,E400,project,FALSE,FALSE,FALSE,B,30605 E400,30605,80,,,0,84,100
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A,30605 I136,30605,100,90,,0,93,100
P,Modern Acting & Theater (E),I267,pnp_elec,FALSE,FALSE,FALSE,A+,30605 I267,30605,100,,,0,100,100
I,RA-AP US History,A300,project,FALSE,TRUE,FALSE,I,30606 A300,30606,0,88,,0,80,87
B-,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B-,30606 B300,30606,0,84,,0,80,100
I,RA-Math III,C320,project,FALSE,TRUE,FALSE,I,30606 C320,30606,0,91,88,0,81,87
I,RA-Chemistry 11th,D200,project,FALSE,TRUE,FALSE,I,30606 D200,30606,0,89,,0,82,91
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A+,30606 I136,30606,100,95,,0,97,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30606 I136,30606,,,,0,,
NP,Psychology Exploration - RA,I1103,pnp_elec,FALSE,TRUE,FALSE,I,30606 I1103,30606,0,93,,0,65,0
A,RA-AP US History,A300,project,FALSE,FALSE,FALSE,A,30607 A300,30607,84,94,,0,94,100
A-,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,A-,30607 B300,30607,100,89,,0,92,100
A,RA-Math III,C320,project,FALSE,FALSE,FALSE,A,30607 C320,30607,71,96,97,0,95,100
I,RA-Chemistry 11th,D200,project,TRUE,FALSE,FALSE,I,30607 D200,30607,33,95,,1,91,100
A-,RA-AP Spanish Language,E400,project,FALSE,FALSE,FALSE,A-,30607 E400,30607,80,,,0,92,100
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A,30607 I136,30607,100,91,,0,94,100
P,Modern Acting & Theater (E),I267,pnp_elec,FALSE,FALSE,FALSE,A+,30607 I267,30607,100,,,0,100,100
B-,RA-AP US History,A300,project,FALSE,FALSE,FALSE,B-,30608 A300,30608,7,85,,0,81,100
B,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B,30608 B300,30608,66,80,,0,83,100
C+,RA-Math III,C320,project,FALSE,FALSE,FALSE,C+,30608 C320,30608,57,83,71,0,79,100
I,RA-Chemistry 11th,D200,project,FALSE,TRUE,FALSE,I,30608 D200,30608,16,77,,0,71,75
I,RA-AP Spanish Language,E400,project,TRUE,FALSE,FALSE,I,30608 E400,30608,0,,,1,74,100
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A-,30608 I136,30608,100,88,,0,92,100
P,Education Pathways,I191,pnp_elec,FALSE,FALSE,FALSE,A-,30608 I191,30608,100,87,,0,91,100
I,RA-AP US History,A300,project,FALSE,TRUE,FALSE,I,30609 A300,30609,0,90,,0,83,93
I,RA-AP English Language,B300,project,FALSE,TRUE,FALSE,I,30609 B300,30609,100,76,,0,82,92
A-,RA-Math III,C320,project,FALSE,FALSE,FALSE,A-,30609 C320,30609,85,89,92,0,92,100
I,RA-Chemistry 11th,D200,project,TRUE,TRUE,FALSE,I,30609 D200,30609,0,80,,1,75,91
I,RA-AP Spanish Language,E400,project,FALSE,TRUE,FALSE,I,30609 E400,30609,20,,,0,70,70
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,B+,30609 I136,30609,100,83,,0,88,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30609 I136,30609,,,,0,,
P,Advanced Video Production (E),I307,pnp_elec,FALSE,FALSE,FALSE,A+,30609 I307,30609,100,,,0,100,100
B-,RA-AP US History,A300,project,FALSE,FALSE,FALSE,B-,30610 A300,30610,23,84,,0,82,100
B-,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B-,30610 B300,30610,66,78,,0,82,100
B-,RA-Math III,C320,project,FALSE,FALSE,FALSE,B-,30610 C320,30610,42,74,82,0,80,100
B-,RA-Chemistry 11th,D200,project,FALSE,FALSE,FALSE,B-,30610 D200,30610,50,78,,0,80,100
A+,Respect Lab 2017-18: Advanced Sociology of Law,G102,a_f_elec,FALSE,FALSE,FALSE,A+,30610 G102,30610,100,100,,0,100,100
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,B,30610 I136,30610,100,78,,0,85,100
B+,RA-AP US History,A300,project,FALSE,FALSE,FALSE,B+,30611 A300,30611,46,91,,0,89,100
B,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B,30611 B300,30611,100,79,,0,85,100
B-,RA-Math III,C320,project,FALSE,FALSE,FALSE,B-,30611 C320,30611,14,83,88,0,82,100
C+,RA-Chemistry 11th,D200,project,FALSE,FALSE,FALSE,C+,30611 D200,30611,33,78,,0,79,100
I,RA-Spanish 3,E300,project,TRUE,TRUE,FALSE,I,30611 E300,30611,0,,,1,82,91
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A-,30611 I136,30611,100,86,,0,90,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30611 I136,30611,,,,0,,
P,Modern Acting & Theater (E),I267,pnp_elec,FALSE,FALSE,FALSE,A+,30611 I267,30611,100,,,0,100,100
A,RA-AP US History,A300,project,FALSE,FALSE,FALSE,A,30613 A300,30613,100,94,,0,96,100
B+,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B+,30613 B300,30613,100,82,,0,87,100
A,RA-Math III,C320,project,FALSE,FALSE,FALSE,A,30613 C320,30613,100,89,91,0,93,100
I,RA-Chemistry 11th,D200,project,FALSE,TRUE,FALSE,I,30613 D200,30613,83,95,,0,93,91
B,RA-Spanish 2,E200,project,FALSE,FALSE,FALSE,B,30613 E200,30613,60,,,0,84,100
A,Intermediate Visual Art (E),F503,a_f_elec,FALSE,FALSE,FALSE,A,30613 F503,30613,,,,0,95,
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A,30613 I136,30613,100,92,,0,94,100
C+,RA-AP US History,A300,project,FALSE,FALSE,FALSE,C+,30614 A300,30614,7,80,,0,78,100
B-,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B-,30614 B300,30614,66,78,,0,82,100
B-,RA-Math III,C320,project,FALSE,FALSE,FALSE,B-,30614 C320,30614,14,78,86,0,80,100
C+,RA-Chemistry 11th,D200,project,FALSE,FALSE,FALSE,C+,30614 D200,30614,16,79,,0,78,100
B-,RA-AP Spanish Language,E400,project,FALSE,FALSE,FALSE,B-,30614 E400,30614,40,,,0,81,100
B+,Intermediate Visual Art (E),F503,a_f_elec,FALSE,FALSE,FALSE,B+,30614 F503,30614,,,,0,89,
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,B+,30614 I136,30614,100,81,,0,87,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30614 I136,30614,,,,0,,
C+,RA-AP US History,A300,project,FALSE,FALSE,FALSE,C+,30615 A300,30615,15,80,,0,78,100
C,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,C,30615 B300,30615,33,73,,0,75,100
C,RA-Math III,C320,project,FALSE,FALSE,FALSE,C,30615 C320,30615,14,78,76,0,76,100
I,RA-Chemistry 11th,D200,project,FALSE,TRUE,FALSE,I,30615 D200,30615,0,77,,0,73,91
I,RA-AP Spanish Language,E400,project,FALSE,TRUE,FALSE,I,30615 E400,30615,20,,,0,72,70
F,Multimedia Journalism,G299,a_f_elec,TRUE,FALSE,FALSE,I,30615 G299,30615,100,,,1,,100
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,B,30615 I136,30615,100,76,,0,83,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30615 I136,30615,,,,0,,
A-,RA-AP US History,A300,project,FALSE,FALSE,FALSE,A-,30617 A300,30617,38,97,,0,92,100
B+,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B+,30617 B300,30617,100,83,,0,88,100
A,RA-Math III,C320,project,FALSE,FALSE,FALSE,A,30617 C320,30617,28,100,99,0,93,100
I,RA-Chemistry 11th,D200,project,FALSE,TRUE,FALSE,I,30617 D200,30617,33,99,,0,92,91
I,RA-Spanish 3,E300,project,FALSE,TRUE,FALSE,I,30617 E300,30617,16,,,0,90,91
A+,Sociology of Law,G102,a_f_elec,FALSE,FALSE,FALSE,A+,30617 G102,30617,100,100,,0,100,100
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A+,30617 I136,30617,100,98,,0,99,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30617 I136,30617,,,,0,,
I,RA-AP US History,A300,project,FALSE,TRUE,FALSE,I,30618 A300,30618,0,81,,0,71,68
I,RA-AP English Language,B300,project,TRUE,FALSE,TRUE,I,30618 B300,30618,0,69,,1,69,100
C,RA-Math III,C320,project,FALSE,FALSE,FALSE,C,30618 C320,30618,0,74,82,0,76,100
I,RA-Chemistry 11th,D200,project,TRUE,TRUE,TRUE,I,30618 D200,30618,0,67,,2,59,58
I,RA-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,30618 E200,30618,0,,,5,,80
,Intro to Dramatic Arts (E),F562,a_f_elec,FALSE,FALSE,FALSE,,30618 F562,30618,,,,0,,
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,B,30618 I136,30618,100,76,,0,83,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30618 I136,30618,,,,0,,
A+,RA-AP US History,A300,project,FALSE,FALSE,FALSE,A+,30619 A300,30619,100,98,,0,99,100
A,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,A,30619 B300,30619,100,92,,0,94,100
A,RA-AP Calculus AB,C400,project,FALSE,FALSE,FALSE,A,30619 C400,30619,100,96,91,0,95,100
A+,RA-Chemistry 11th,D200,project,FALSE,FALSE,FALSE,A+,30619 D200,30619,100,100,,0,100,100
A+,RA-Spanish 3,E300,project,FALSE,FALSE,FALSE,A+,30619 E300,30619,100,,,0,100,100
A+,Exploring Music,F512,a_f_elec,FALSE,FALSE,FALSE,A+,30619 F512,30619,100,100,,0,100,100
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A+,30619 I136,30619,100,100,,0,100,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30619 I136,30619,,,,0,,
B-,RA-AP US History,A300,project,FALSE,FALSE,FALSE,B-,30622 A300,30622,46,81,,0,82,100
B-,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B-,30622 B300,30622,66,76,,0,80,100
B,RA-Math III,C320,project,FALSE,FALSE,FALSE,B,30622 C320,30622,42,78,86,0,83,100
B,RA-Chemistry 11th,D200,project,FALSE,FALSE,FALSE,B,30622 D200,30622,16,88,,0,84,100
A-,RA-AP Spanish Language,E400,project,FALSE,FALSE,FALSE,A-,30622 E400,30622,100,,,0,92,100
A+,Sociology of Law,G102,a_f_elec,FALSE,FALSE,FALSE,A+,30622 G102,30622,100,100,,0,100,100
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,B+,30622 I136,30622,100,83,,0,88,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30622 I136,30622,,,,0,,
I,RA-AP Government,A400,project,TRUE,FALSE,FALSE,I,30624 A400,30624,50,71,,2,75,100
B,RA-AP English Literature,B400,project,FALSE,FALSE,FALSE,B,30624 B400,30624,0,93,,0,86,100
I,RA-AP Statistics,C420,project,TRUE,TRUE,FALSE,I,30624 C420,30624,20,79,76,4,71,72
I,RA-AP Environmental Science,D430,project,TRUE,FALSE,FALSE,I,30624 D430,30624,36,76,,2,77,100
I,RA-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,30624 E200,30624,0,,,3,74,90
P,Internship,I139,pnp_elec,FALSE,FALSE,FALSE,B,30624 I139,30624,100,79,,0,85,100
B+,RA-AP US History,A300,project,FALSE,FALSE,FALSE,B+,30628 A300,30628,46,91,,0,89,100
B+,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B+,30628 B300,30628,100,83,,0,88,100
B+,RA-Math III,C320,project,FALSE,FALSE,FALSE,B+,30628 C320,30628,28,89,93,0,87,100
B,RA-Chemistry 11th,D200,project,FALSE,FALSE,FALSE,B,30628 D200,30628,33,86,,0,84,100
I,RA-Spanish 3,E300,project,FALSE,TRUE,FALSE,I,30628 E300,30628,0,,,0,73,66
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A,30628 I136,30628,100,91,,0,94,100
NP,Psychology Exploration - RA,I1103,pnp_elec,TRUE,FALSE,FALSE,I,30628 I1103,30628,0,96,,1,88,100
A,RA-AP US History,A300,project,FALSE,FALSE,FALSE,A,30631 A300,30631,92,95,,0,96,100
A-,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,A-,30631 B300,30631,100,89,,0,92,100
A+,RA-Math III,C320,project,FALSE,FALSE,FALSE,A+,30631 C320,30631,100,98,99,0,99,100
A+,RA-Chemistry 11th,D200,project,FALSE,FALSE,FALSE,A+,30631 D200,30631,100,96,,0,97,100
A+,RA-Spanish 3,E300,project,FALSE,FALSE,FALSE,A+,30631 E300,30631,100,,,0,100,100
A+,Respect Lab 2017-18: Advanced Sociology of Law,G102,a_f_elec,FALSE,FALSE,FALSE,A+,30631 G102,30631,100,100,,0,100,100
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A+,30631 I136,30631,100,98,,0,99,100
,Teaching Assistant (all courses) (E),I136,pnp_elec,FALSE,FALSE,FALSE,,30631 I136,30631,,,,0,,
A-,RA-AP US History,A300,project,FALSE,FALSE,FALSE,A-,30633 A300,30633,69,90,,0,90,100
B+,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B+,30633 B300,30633,100,82,,0,87,100
I,RA-Math III,C320,project,FALSE,TRUE,FALSE,I,30633 C320,30633,85,100,98,0,95,87
I,RA-AP Environmental Science,D430,project,TRUE,FALSE,FALSE,I,30633 D430,30633,90,90,,1,92,100
A,RA-AP Spanish Language,E400,project,FALSE,FALSE,FALSE,A,30633 E400,30633,100,,,0,94,100
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,B+,30633 I136,30633,100,82,,0,87,100
P,Game Programming - HS,I202,pnp_elec,FALSE,FALSE,FALSE,A+,30633 I202,30633,100,96,,0,97,100
I,TH-AP US History,A300,project,FALSE,TRUE,TRUE,I,30637 A300,30637,0,65,,0,62,76
I,TH-AP English Language,B300,project,FALSE,TRUE,FALSE,I,30637 B300,30637,0,76,,0,71,85
I,TH-Math III,C320,project,FALSE,TRUE,TRUE,I,30637 C320,30637,0,76,65,0,63,66
I,TH-Chemistry,D200,project,FALSE,TRUE,FALSE,I,30637 D200,30637,0,84,,0,73,66
I,TH-Spanish 1,E100,project,FALSE,TRUE,FALSE,I,30637 E100,30637,20,,,0,68,54
NP,College Readiness- CA,I136,pnp_elec,TRUE,TRUE,FALSE,I,30637 I136,30637,100,75,,1,68,50
B,RA-AP US History,A300,project,FALSE,FALSE,FALSE,B,30639 A300,30639,30,88,,0,85,100
B,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B,30639 B300,30639,100,77,,0,84,100
A-,RA-Math III,C320,project,FALSE,FALSE,FALSE,A-,30639 C320,30639,71,91,93,0,92,100
B,RA-Chemistry 11th,D200,project,FALSE,FALSE,FALSE,B,30639 D200,30639,0,91,,0,85,100
B-,RA-Spanish 2,E200,project,FALSE,FALSE,FALSE,B-,30639 E200,30639,20,,,0,82,100
A+,Intro to Visual Arts (E),F502,a_f_elec,FALSE,FALSE,FALSE,A+,30639 F502,30639,,,,0,99,
P,College Readiness- CA,I136,pnp_elec,FALSE,FALSE,FALSE,A-,30639 I136,30639,100,88,,0,92,100
I,TH-AP US History,A300,project,FALSE,TRUE,FALSE,I,30641 A300,30641,0,81,,0,76,94
I,TH-AP English Language,B300,project,FALSE,TRUE,FALSE,I,30641 B300,30641,33,89,,0,82,78
I,TH-Math III,C320,project,FALSE,TRUE,FALSE,I,30641 C320,30641,0,,75,0,66,77
I,TH-Chemistry,D200,project,FALSE,TRUE,FALSE,I,30641 D200,30641,0,84,,0,69,50
I,TH-AP Spanish Language,E400,project,FALSE,TRUE,FALSE,I,30641 E400,30641,0,,,0,62,36
NP,College Readiness- CA,I136,pnp_elec,TRUE,FALSE,FALSE,I,30641 I136,30641,100,85,,1,90,100
I,RA-AP US History,A300,project,FALSE,TRUE,FALSE,I,30643 A300,30643,0,78,,0,73,87
I,RA-AP English Language,B300,project,FALSE,TRUE,FALSE,I,30643 B300,30643,0,73,,0,70,92
I,RA-Math III,C320,project,FALSE,TRUE,FALSE,I,30643 C320,30643,0,72,72,0,66,75
I,RA-Spanish 2,E200,project,TRUE,TRUE,FALSE,I,30643 E200,30643,0,,,4,67,90
A+,Respect Lab 2017-18: Advanced Sociology of Law,G102,a_f_elec,FALSE,FALSE,FALSE,A+,30643 G102,30643,100,100,,0,100,100
NP,College Readiness- CA,I136,pnp_elec,FALSE,TRUE,FALSE,I,30643 I136,30643,100,85,,0,82,75
I,RA-AP US History,A300,project,FALSE,TRUE,FALSE,I,30644 A300,30644,0,85,,0,78,87
B-,RA-AP English Language,B300,project,FALSE,FALSE,FALSE,B-,30644 B300,30644,100,73,,0,81,100
I,RA-Math III,C320,project,FALSE,TRUE,FALSE,I,30644 C320,30644,0,85,78,0,75,87
